,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,Division
10,2010,Oregon,USA,3831074,10.77,37.82,854,50036,246100,31.8,78.46,1.7,11.75,1.11,3.64,0.33,2.87,0.14,571142,20298,8467,1.48,3.55,0,0,0,State
11,2011,Oregon,USA,3939233,11.19,38.72,907,51243,237300,32.1,77.25,1.75,12.33,0.92,3.92,0.36,3.32,0.14,581711,20021,8035,1.38,3.44,0,0,0,State
12,2012,Oregon,USA,3939233,11.19,38.72,907,51243,237300,32.1,77.25,1.75,12.33,0.92,3.92,0.36,3.32,0.14,590516,21560,7845,1.33,3.65,0,0,0,State
13,2013,Oregon,USA,3939233,11.19,38.72,907,51243,237300,32.1,77.25,1.75,12.33,0.92,3.92,0.36,3.32,0.14,603273,19170,7056,1.17,3.18,0,0,0,State
14,2014,Oregon,USA,3939233,11.19,38.72,907,51243,237300,32.1,77.25,1.75,12.33,0.92,3.92,0.36,3.32,0.14,616029,18082,5947,0.97,2.94,0,0,0,State
15,2015,Oregon,USA,3939233,11.19,38.72,907,51243,237300,32.1,77.25,1.75,12.33,0.92,3.92,0.36,3.32,0.14,628786,17291,6922,1.1,2.75,0,0,0,State
16,2016,Oregon,USA,3939233,11.19,38.72,907,51243,237300,32.1,77.25,1.75,12.33,0.92,3.92,0.36,3.32,0.14,641543,18805,7038,1.1,2.93,0,0,0,State
0,2000,Pennsylvania,USA,12281054,10.98,28.69,531,40106,97000,25,84.05,9.79,3.21,0.12,1.78,0.02,0.92,0.11,1130229,65958,34225,3.03,5.84,0,0,0,State
1,2001,Pennsylvania,USA,12281054,10.98,28.69,531,40106,97000,25,84.05,9.79,3.21,0.12,1.78,0.02,0.92,0.11,1142404,67208,36728,3.21,5.88,0,0,0,State
2,2002,Pennsylvania,USA,12281054,10.98,28.69,531,40106,97000,25,84.05,9.79,3.21,0.12,1.78,0.02,0.92,0.11,1401971,75760,44491,3.17,5.4,0,0,0,State
3,2003,Pennsylvania,USA,12281054,10.98,28.69,531,40106,97000,25,84.05,9.79,3.21,0.12,1.78,0.02,0.92,0.11,1417621,84418,50051,3.53,5.95,0,0,0,State
4,2004,Pennsylvania,USA,12281054,10.98,28.69,531,40106,97000,25,84.05,9.79,3.21,0.12,1.78,0.02,0.92,0.11,1433274,85751,49414,3.45,5.98,0,0,0,State
5,2005,Pennsylvania,USA,12516596,8.31,28.54,716,49737,152300,28.8,81.47,10.13,4.67,0.11,2.35,0.02,1.08,0.17,1448925,89110,46876,3.24,6.15,0,0,0,State
6,2006,Pennsylvania,USA,12516596,8.31,28.54,716,49737,152300,28.8,81.47,10.13,4.67,0.11,2.35,0.02,1.08,0.17,1464576,93431,60218,4.11,6.38,0,0,0,State
7,2007,Pennsylvania,USA,12516596,8.31,28.54,716,49737,152300,28.8,81.47,10.13,4.67,0.11,2.35,0.02,1.08,0.17,1443591,92133,39191,2.71,6.38,0,0,0,State
8,2008,Pennsylvania,USA,12516596,8.31,28.54,716,49737,152300,28.8,81.47,10.13,4.67,0.11,2.35,0.02,1.08,0.17,1458876,95673,37491,2.57,6.56,0,0,0,State
9,2009,Pennsylvania,USA,12516596,8.31,28.54,716,49737,152300,28.8,81.47,10.13,4.67,0.11,2.35,0.02,1.08,0.17,1474162,99444,35318,2.4,6.75,0,0,0,State
10,2010,Pennsylvania,USA,12702379,9.06,30.43,794,52267,164900,29.9,79.47,10.45,5.67,0.13,2.73,0.02,1.41,0.13,1527188,108631,38210,2.5,7.11,0,0,0,State
11,2011,Pennsylvania,USA,12779559,9.29,30.79,840,53599,166000,30.3,78.09,10.54,6.38,0.11,3.05,0.02,1.65,0.15,1548493,113472,38724,2.5,7.33,0,0,0,State
12,2012,Pennsylvania,USA,12779559,9.29,30.79,840,53599,166000,30.3,78.09,10.54,6.38,0.11,3.05,0.02,1.65,0.15,1569800,114819,39019,2.49,7.31,0,0,0,State
13,2013,Pennsylvania,USA,12779559,9.29,30.79,840,53599,166000,30.3,78.09,10.54,6.38,0.11,3.05,0.02,1.65,0.15,1591107,117186,37534,2.36,7.37,0,0,0,State
14,2014,Pennsylvania,USA,12779559,9.29,30.79,840,53599,166000,30.3,78.09,10.54,6.38,0.11,3.05,0.02,1.65,0.15,1612418,118181,38181,2.37,7.33,0,0,0,State
15,2015,Pennsylvania,USA,12779559,9.29,30.79,840,53599,166000,30.3,78.09,10.54,6.38,0.11,3.05,0.02,1.65,0.15,1633725,115825,37186,2.28,7.09,0,0,0,State
16,2016,Pennsylvania,USA,12779559,9.29,30.79,840,53599,166000,30.3,78.09,10.54,6.38,0.11,3.05,0.02,1.65,0.15,1655031,87898,29257,1.77,5.31,0,0,0,State
0,2000,Rhode Island,USA,1048319,11.94,39.98,553,42090,133000,25.7,81.89,4,8.66,0.4,2.23,0.03,1.99,0.8,163268,,,,,0,0,0,State
1,2001,Rhode Island,USA,1048319,11.94,39.98,553,42090,133000,25.7,81.89,4,8.66,0.4,2.23,0.03,1.99,0.8,12786,162,162,1.27,1.27,0,0,0,State
2,2002,Rhode Island,USA,1048319,11.94,39.98,553,42090,133000,25.7,81.89,4,8.66,0.4,2.23,0.03,1.99,0.8,163144,,,,,0,0,0,State
3,2003,Rhode Island,USA,1048319,11.94,39.98,553,42090,133000,25.7,81.89,4,8.66,0.4,2.23,0.03,1.99,0.8,163082,,,,,0,0,0,State
4,2004,Rhode Island,USA,1048319,11.94,39.98,553,42090,133000,25.7,81.89,4,8.66,0.4,2.23,0.03,1.99,0.8,163020,,,,,0,0,0,State
5,2005,Rhode Island,USA,1057381,8.14,36.52,866,55569,283700,29.7,78.55,4.82,11.4,0.36,2.71,0.01,1.46,0.7,162958,,,,,0,0,0,State
6,2006,Rhode Island,USA,1057381,8.14,36.52,866,55569,283700,29.7,78.55,4.82,11.4,0.36,2.71,0.01,1.46,0.7,162896,,,,,0,0,0,State
7,2007,Rhode Island,USA,1057381,8.14,36.52,866,55569,283700,29.7,78.55,4.82,11.4,0.36,2.71,0.01,1.46,0.7,137777,3384,3096,2.25,2.46,0,0,0,State
8,2008,Rhode Island,USA,1057381,8.14,36.52,866,55569,283700,29.7,78.55,4.82,11.4,0.36,2.71,0.01,1.46,0.7,137655,3577,3173,2.31,2.6,0,0,0,State
9,2009,Rhode Island,USA,1057381,8.14,36.52,866,55569,283700,29.7,78.55,4.82,11.4,0.36,2.71,0.01,1.46,0.7,137532,3590,3274,2.38,2.61,0,0,0,State
10,2010,Rhode Island,USA,1052567,9.19,39.32,908,56102,259400,30.5,76.35,4.9,12.41,0.38,2.85,0.03,2.23,0.84,137410,4050,3678,2.68,2.95,0,0,0,State
11,2011,Rhode Island,USA,1053661,10.11,39.87,925,56852,238000,30.6,74.53,5.34,13.65,0.37,3.19,0.03,2.19,0.7,138598,4532,4123,2.97,3.27,0,0,0,State
12,2012,Rhode Island,USA,1053661,10.11,39.87,925,56852,238000,30.6,74.53,5.34,13.65,0.37,3.19,0.03,2.19,0.7,126332,3343,3029,2.4,2.65,0,0,0,State
13,2013,Rhode Island,USA,1053661,10.11,39.87,925,56852,238000,30.6,74.53,5.34,13.65,0.37,3.19,0.03,2.19,0.7,127380,3991,3643,2.86,3.13,0,0,0,State
14,2014,Rhode Island,USA,1053661,10.11,39.87,925,56852,238000,30.6,74.53,5.34,13.65,0.37,3.19,0.03,2.19,0.7,128427,5110,3446,2.68,3.98,0,0,0,State
15,2015,Rhode Island,USA,1053661,10.11,39.87,925,56852,238000,30.6,74.53,5.34,13.65,0.37,3.19,0.03,2.19,0.7,163946,8372,5318,3.24,5.11,0,0,0,State
16,2016,Rhode Island,USA,1053661,10.11,39.87,925,56852,238000,30.6,74.53,5.34,13.65,0.37,3.19,0.03,2.19,0.7,165333,8346,5069,3.07,5.05,0,0,0,State
0,2000,Colorado,USA,4301261,9.26,32.69,671,47203,166600,26.4,74.46,3.68,17.1,0.67,2.17,0.09,1.69,0.13,367209,25456,13402,3.65,6.93,0,0,0,State
1,2001,Colorado,USA,4301261,9.26,32.69,671,47203,166600,26.4,74.46,3.68,17.1,0.67,2.17,0.09,1.69,0.13,334306,21617,10950,3.28,6.47,0,0,0,State
2,2002,Colorado,USA,4301261,9.26,32.69,671,47203,166600,26.4,74.46,3.68,17.1,0.67,2.17,0.09,1.69,0.13,349506,19870,11394,3.26,5.69,0,0,0,State
3,2003,Colorado,USA,4301261,9.26,32.69,671,47203,166600,26.4,74.46,3.68,17.1,0.67,2.17,0.09,1.69,0.13,325089,23535,14568,4.48,7.24,0,0,0,State
4,2004,Colorado,USA,4301261,9.26,32.69,671,47203,166600,26.4,74.46,3.68,17.1,0.67,2.17,0.09,1.69,0.13,330611,26772,16537,5,8.1,0,0,0,State
5,2005,Colorado,USA,4843211,8.24,31.81,835,56222,234100,30.3,71.24,3.68,19.73,0.63,2.53,0.09,1.9,0.19,413688,31562,20926,5.06,7.63,0,0,0,State
6,2006,Colorado,USA,4843211,8.24,31.81,835,56222,234100,30.3,71.24,3.68,19.73,0.63,2.53,0.09,1.9,0.19,422511,35748,24105,5.71,8.46,0,0,0,State
7,2007,Colorado,USA,4843211,8.24,31.81,835,56222,234100,30.3,71.24,3.68,19.73,0.63,2.53,0.09,1.9,0.19,413883,31802,20937,5.06,7.68,0,0,0,State
8,2008,Colorado,USA,4843211,8.24,31.81,835,56222,234100,30.3,71.24,3.68,19.73,0.63,2.53,0.09,1.9,0.19,415673,26948,17672,4.25,6.48,0,0,0,State
9,2009,Colorado,USA,4843211,8.24,31.81,835,56222,234100,30.3,71.24,3.68,19.73,0.63,2.53,0.09,1.9,0.19,341843,18327,10573,3.09,5.36,0,0,0,State
10,2010,Colorado,USA,5029196,8.87,34.46,915,58244,236800,30.8,70.01,3.75,20.65,0.62,2.7,0.11,2.01,0.15,561305,37220,21444,3.82,6.63,0,0,0,State
11,2011,Colorado,USA,5278906,8.49,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,502464,32412,18269,3.64,6.45,0,0,0,State
12,2012,Colorado,USA,5278906,8.49,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,437226,27013,14510,3.32,6.18,0,0,0,State
13,2013,Colorado,USA,5278906,8.49,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,315782,13542,7130,2.26,4.29,0,0,0,State
14,2014,Colorado,USA,5278906,8.49,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,305473,12708,6728,2.2,4.16,0,0,0,State
15,2015,Colorado,USA,5278906,8.49,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,336706,13051,6467,1.92,3.88,0,0,0,State
16,2016,Colorado,USA,5278906,8.49,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,661532,36240,18195,2.75,5.48,0,0,0,State
0,2000,South Carolina,USA,4012012,14.11,27.79,510,37082,94900,24.4,66.11,29.37,2.37,0.32,0.89,0.03,0.83,0.08,426237,,,,,0,0,0,State
1,2001,South Carolina,USA,4012012,14.11,27.79,510,37082,94900,24.4,66.11,29.37,2.37,0.32,0.89,0.03,0.83,0.08,438851,,,,,0,0,0,State
2,2002,South Carolina,USA,4012012,14.11,27.79,510,37082,94900,24.4,66.11,29.37,2.37,0.32,0.89,0.03,0.83,0.08,451465,,,,,0,0,0,State
3,2003,South Carolina,USA,4012012,14.11,27.79,510,37082,94900,24.4,66.11,29.37,2.37,0.32,0.89,0.03,0.83,0.08,464079,,,,,0,0,0,State
4,2004,South Carolina,USA,4012012,14.11,27.79,510,37082,94900,24.4,66.11,29.37,2.37,0.32,0.89,0.03,0.83,0.08,476693,,,,,0,0,0,State
5,2005,South Carolina,USA,4416867,11.9,29.69,680,43572,128400,29,65.05,28.07,4.04,0.28,1.19,0.04,1.17,0.15,489307,,,,,0,0,0,State
6,2006,South Carolina,USA,4416867,11.9,29.69,680,43572,128400,29,65.05,28.07,4.04,0.28,1.19,0.04,1.17,0.15,501920,,,,,0,0,0,State
7,2007,South Carolina,USA,4416867,11.9,29.69,680,43572,128400,29,65.05,28.07,4.04,0.28,1.19,0.04,1.17,0.15,514534,,,,,0,0,0,State
8,2008,South Carolina,USA,4416867,11.9,29.69,680,43572,128400,29,65.05,28.07,4.04,0.28,1.19,0.04,1.17,0.15,527148,,,,,0,0,0,State
9,2009,South Carolina,USA,4416867,11.9,29.69,680,43572,128400,29,65.05,28.07,4.04,0.28,1.19,0.04,1.17,0.15,298402,45679,6993,2.34,15.31,0,0,0,State
10,2010,South Carolina,USA,4625364,13.22,30.67,749,44623,137400,31.1,64.05,27.67,5.1,0.36,1.26,0.05,1.39,0.12,547446,134840,23560,4.3,24.63,0,0,0,State
11,2011,South Carolina,USA,4777576,13.49,31.41,790,45483,139900,31.1,63.86,27.3,5.32,0.29,1.39,0.05,1.68,0.11,564725,139195,23407,4.14,24.65,0,0,0,State
12,2012,South Carolina,USA,4777576,13.49,31.41,790,45483,139900,31.1,63.86,27.3,5.32,0.29,1.39,0.05,1.68,0.11,577071,134902,23929,4.15,23.38,0,0,0,State
13,2013,South Carolina,USA,4777576,13.49,31.41,790,45483,139900,31.1,63.86,27.3,5.32,0.29,1.39,0.05,1.68,0.11,577906,119865,22943,3.97,20.74,0,0,0,State
14,2014,South Carolina,USA,4777576,13.49,31.41,790,45483,139900,31.1,63.86,27.3,5.32,0.29,1.39,0.05,1.68,0.11,588002,135173,20322,3.46,22.99,0,0,0,State
15,2015,South Carolina,USA,4777576,13.49,31.41,790,45483,139900,31.1,63.86,27.3,5.32,0.29,1.39,0.05,1.68,0.11,454211,87322,19610,4.32,19.22,0,0,0,State
16,2016,South Carolina,USA,4777576,13.49,31.41,790,45483,139900,31.1,63.86,27.3,5.32,0.29,1.39,0.05,1.68,0.11,463545,86682,41099,8.87,18.7,0,0,0,State
0,2000,South Dakota,USA,754844,13.18,31.8,426,35282,79600,22.9,88.04,0.6,1.44,8.08,0.57,0.03,1.19,0.04,92305,,,,,0,0,0,State
1,2001,South Dakota,USA,754844,13.18,31.8,426,35282,79600,22.9,88.04,0.6,1.44,8.08,0.57,0.03,1.19,0.04,93347,,,,,0,0,0,State
2,2002,South Dakota,USA,754844,13.18,31.8,426,35282,79600,22.9,88.04,0.6,1.44,8.08,0.57,0.03,1.19,0.04,94389,,,,,0,0,0,State
3,2003,South Dakota,USA,754844,13.18,31.8,426,35282,79600,22.9,88.04,0.6,1.44,8.08,0.57,0.03,1.19,0.04,95431,,,,,0,0,0,State
4,2004,South Dakota,USA,754844,13.18,31.8,426,35282,79600,22.9,88.04,0.6,1.44,8.08,0.57,0.03,1.19,0.04,96473,,,,,0,0,0,State
5,2005,South Dakota,USA,796513,8.85,31.45,554,44828,115400,25.6,85.93,0.92,2.52,8.11,0.85,0.02,1.56,0.08,97515,,,,,0,0,0,State
6,2006,South Dakota,USA,796513,8.85,31.45,554,44828,115400,25.6,85.93,0.92,2.52,8.11,0.85,0.02,1.56,0.08,98556,,,,,0,0,0,State
7,2007,South Dakota,USA,796513,8.85,31.45,554,44828,115400,25.6,85.93,0.92,2.52,8.11,0.85,0.02,1.56,0.08,99598,,,,,0,0,0,State
8,2008,South Dakota,USA,796513,8.85,31.45,554,44828,115400,25.6,85.93,0.92,2.52,8.11,0.85,0.02,1.56,0.08,100640,,,,,0,0,0,State
9,2009,South Dakota,USA,796513,8.85,31.45,554,44828,115400,25.6,85.93,0.92,2.52,8.11,0.85,0.02,1.56,0.08,101682,,,,,0,0,0,State
10,2010,South Dakota,USA,814180,8.75,31.87,617,49091,129800,26,84.69,1.22,2.72,8.53,0.93,0.04,1.82,0.06,98230,361,,,0.37,0,0,0,State
11,2011,South Dakota,USA,843190,9.1,31.93,655,50957,140500,26,83.22,1.52,3.31,8.3,1.2,0.04,2.34,0.08,100067,513,,,0.51,0,0,0,State
12,2012,South Dakota,USA,843190,9.1,31.93,655,50957,140500,26,83.22,1.52,3.31,8.3,1.2,0.04,2.34,0.08,101904,433,,,0.42,0,0,0,State
13,2013,South Dakota,USA,843190,9.1,31.93,655,50957,140500,26,83.22,1.52,3.31,8.3,1.2,0.04,2.34,0.08,103741,436,,,0.42,0,0,0,State
14,2014,South Dakota,USA,843190,9.1,31.93,655,50957,140500,26,83.22,1.52,3.31,8.3,1.2,0.04,2.34,0.08,105578,441,,,0.42,0,0,0,State
15,2015,South Dakota,USA,843190,9.1,31.93,655,50957,140500,26,83.22,1.52,3.31,8.3,1.2,0.04,2.34,0.08,107415,444,,,0.41,0,0,0,State
16,2016,South Dakota,USA,843190,9.1,31.93,655,50957,140500,26,83.22,1.52,3.31,8.3,1.2,0.04,2.34,0.08,109252,574,,,0.53,0,0,0,State
0,2000,Tennessee,USA,5689283,13.48,30.07,505,36360,93000,24.8,79.2,16.31,2.18,0.24,0.99,0.03,0.96,0.08,216654,4327,4012,1.85,2,1,0,0,State
1,2001,Tennessee,USA,5689283,13.48,30.07,505,36360,93000,24.8,79.2,16.31,2.18,0.24,0.99,0.03,0.96,0.08,644469,40308,21137,3.28,6.25,1,0,0,State
2,2002,Tennessee,USA,5689283,13.48,30.07,505,36360,93000,24.8,79.2,16.31,2.18,0.24,0.99,0.03,0.96,0.08,670555,34087,19987,2.98,5.08,1,0,0,State
3,2003,Tennessee,USA,5689283,13.48,30.07,505,36360,93000,24.8,79.2,16.31,2.18,0.24,0.99,0.03,0.96,0.08,697749,48211,24730,3.54,6.91,1,0,0,State
4,2004,Tennessee,USA,5689283,13.48,30.07,505,36360,93000,24.8,79.2,16.31,2.18,0.24,0.99,0.03,0.96,0.08,701332,49125,25011,3.57,7,1,0,0,State
5,2005,Tennessee,USA,6158953,12.25,30.28,658,42943,128500,29.1,76.96,16.41,3.71,0.23,1.33,0.05,1.21,0.1,645711,46366,24563,3.8,7.18,1,0,0,State
6,2006,Tennessee,USA,6158953,12.25,30.28,658,42943,128500,29.1,76.96,16.41,3.71,0.23,1.33,0.05,1.21,0.1,645932,48361,24421,3.78,7.49,1,0,0,State
7,2007,Tennessee,USA,6158953,12.25,30.28,658,42943,128500,29.1,76.96,16.41,3.71,0.23,1.33,0.05,1.21,0.1,634528,51538,21583,3.4,8.12,1,0,0,State
8,2008,Tennessee,USA,6158953,12.25,30.28,658,42943,128500,29.1,76.96,16.41,3.71,0.23,1.33,0.05,1.21,0.1,611475,50382,22360,3.66,8.24,1,0,0,State
9,2009,Tennessee,USA,6158953,12.25,30.28,658,42943,128500,29.1,76.96,16.41,3.71,0.23,1.33,0.05,1.21,0.1,557880,46299,20461,3.67,8.3,1,0,0,State
10,2010,Tennessee,USA,6346105,12.99,31.8,726,44140,138700,30.6,75.65,16.54,4.57,0.26,1.42,0.04,1.42,0.1,576780,45764,21115,3.66,7.93,1,0,0,State
11,2011,Tennessee,USA,6499615,13.23,33.23,764,45219,142100,30.3,74.73,16.67,4.92,0.22,1.56,0.05,1.74,0.11,596960,48595,22653,3.79,8.14,1,0,0,State
12,2012,Tennessee,USA,6499615,13.23,33.23,764,45219,142100,30.3,74.73,16.67,4.92,0.22,1.56,0.05,1.74,0.11,665716,49828,25279,3.8,7.48,1,0,0,State
13,2013,Tennessee,USA,6499615,13.23,33.23,764,45219,142100,30.3,74.73,16.67,4.92,0.22,1.56,0.05,1.74,0.11,653064,49675,17136,2.62,7.61,1,0,0,State
14,2014,Tennessee,USA,6499615,13.23,33.23,764,45219,142100,30.3,74.73,16.67,4.92,0.22,1.56,0.05,1.74,0.11,651579,49135,18049,2.77,7.54,1,0,0,State
15,2015,Tennessee,USA,6499615,13.23,33.23,764,45219,142100,30.3,74.73,16.67,4.92,0.22,1.56,0.05,1.74,0.11,681600,49210,20371,2.99,7.22,1,0,0,State
16,2016,Tennessee,USA,6499615,13.23,33.23,764,45219,142100,30.3,74.73,16.67,4.92,0.22,1.56,0.05,1.74,0.11,703544,46907,19556,2.78,6.67,1,0,0,State
0,2000,Texas,USA,20851820,15.37,36.2,574,39927,82500,24.4,52.43,11.34,31.99,0.33,2.66,0.05,1.11,0.1,1115310,49721,17661,1.58,4.46,1,0,0,State
1,2001,Texas,USA,20851820,15.37,36.2,574,39927,82500,24.4,52.43,11.34,31.99,0.33,2.66,0.05,1.11,0.1,2464458,112368,56760,2.3,4.56,1,0,0,State
2,2002,Texas,USA,20851820,15.37,36.2,574,39927,82500,24.4,52.43,11.34,31.99,0.33,2.66,0.05,1.11,0.1,2536161,134427,68911,2.72,5.3,1,0,0,State
3,2003,Texas,USA,20851820,15.37,36.2,574,39927,82500,24.4,52.43,11.34,31.99,0.33,2.66,0.05,1.11,0.1,2617527,146145,74525,2.85,5.58,1,0,0,State
4,2004,Texas,USA,20851820,15.37,36.2,574,39927,82500,24.4,52.43,11.34,31.99,0.33,2.66,0.05,1.11,0.1,2707586,153449,77650,2.87,5.67,1,0,0,State
5,2005,Texas,USA,23819042,13.17,35.3,761,48199,118900,29.4,47.77,11.3,35.92,0.31,3.36,0.07,1.08,0.2,2732013,159046,81922,3,5.82,1,0,0,State
6,2006,Texas,USA,23819042,13.17,35.3,761,48199,118900,29.4,47.77,11.3,35.92,0.31,3.36,0.07,1.08,0.2,2818836,180575,94278,3.34,6.41,1,0,0,State
7,2007,Texas,USA,23819042,13.17,35.3,761,48199,118900,29.4,47.77,11.3,35.92,0.31,3.36,0.07,1.08,0.2,2870063,173673,93341,3.25,6.05,1,0,0,State
8,2008,Texas,USA,23819042,13.17,35.3,761,48199,118900,29.4,47.77,11.3,35.92,0.31,3.36,0.07,1.08,0.2,2910810,173786,86756,2.98,5.97,1,0,0,State
9,2009,Texas,USA,23819042,13.17,35.3,761,48199,118900,29.4,47.77,11.3,35.92,0.31,3.36,0.07,1.08,0.2,2885564,177216,82646,2.86,6.14,1,0,0,State
10,2010,Texas,USA,25145561,13.46,36.28,834,51563,128000,29.7,45.33,11.48,37.62,0.32,3.77,0.07,1.27,0.14,2918832,197941,84808,2.91,6.78,1,0,0,State
11,2011,Texas,USA,26538614,13.45,37.77,882,53207,136000,29.3,43.84,11.57,38.42,0.25,4.19,0.07,1.53,0.13,3034284,207083,84819,2.8,6.82,1,0,0,State
12,2012,Texas,USA,26538614,13.45,37.77,882,53207,136000,29.3,43.84,11.57,38.42,0.25,4.19,0.07,1.53,0.13,3116188,213225,88460,2.84,6.84,1,0,0,State
13,2013,Texas,USA,26538614,13.45,37.77,882,53207,136000,29.3,43.84,11.57,38.42,0.25,4.19,0.07,1.53,0.13,3196751,210704,88744,2.78,6.59,1,0,0,State
14,2014,Texas,USA,26538614,13.45,37.77,882,53207,136000,29.3,43.84,11.57,38.42,0.25,4.19,0.07,1.53,0.13,3244589,210303,90781,2.8,6.48,1,0,0,State
15,2015,Texas,USA,26538614,13.45,37.77,882,53207,136000,29.3,43.84,11.57,38.42,0.25,4.19,0.07,1.53,0.13,3389585,192567,86635,2.56,5.68,1,0,0,State
16,2016,Texas,USA,26538614,13.45,37.77,882,53207,136000,29.3,43.84,11.57,38.42,0.25,4.19,0.07,1.53,0.13,3474100,165708,75431,2.17,4.77,1,0,0,State
0,2000,Utah,USA,2233169,9.4,28.48,597,45726,146100,24.9,85.27,0.72,9.03,1.19,1.63,0.66,1.4,0.09,23874,84,83,0.35,0.35,0,0,0,State
1,2001,Utah,USA,2233169,9.4,28.48,597,45726,146100,24.9,85.27,0.72,9.03,1.19,1.63,0.66,1.4,0.09,139815,2236,1390,0.99,1.6,0,0,0,State
2,2002,Utah,USA,2233169,9.4,28.48,597,45726,146100,24.9,85.27,0.72,9.03,1.19,1.63,0.66,1.4,0.09,161256,4938,2767,1.72,3.06,0,0,0,State
3,2003,Utah,USA,2233169,9.4,28.48,597,45726,146100,24.9,85.27,0.72,9.03,1.19,1.63,0.66,1.4,0.09,165678,4453,2784,1.68,2.69,0,0,0,State
4,2004,Utah,USA,2233169,9.4,28.48,597,45726,146100,24.9,85.27,0.72,9.03,1.19,1.63,0.66,1.4,0.09,170100,3676,2520,1.48,2.16,0,0,0,State
5,2005,Utah,USA,2651816,7.22,27.95,760,55642,208100,27.9,82.08,0.95,11.56,1.11,1.95,0.76,1.48,0.11,174522,3928,2461,1.41,2.25,0,0,0,State
6,2006,Utah,USA,2651816,7.22,27.95,760,55642,208100,27.9,82.08,0.95,11.56,1.11,1.95,0.76,1.48,0.11,193624,5271,2427,1.25,2.72,0,0,0,State
7,2007,Utah,USA,2651816,7.22,27.95,760,55642,208100,27.9,82.08,0.95,11.56,1.11,1.95,0.76,1.48,0.11,239541,5995,3007,1.26,2.5,0,0,0,State
8,2008,Utah,USA,2651816,7.22,27.95,760,55642,208100,27.9,82.08,0.95,11.56,1.11,1.95,0.76,1.48,0.11,245468,6612,2957,1.2,2.69,0,0,0,State
9,2009,Utah,USA,2651816,7.22,27.95,760,55642,208100,27.9,82.08,0.95,11.56,1.11,1.95,0.76,1.48,0.11,253573,6402,3064,1.21,2.52,0,0,0,State
10,2010,Utah,USA,2763885,8.85,29.57,839,58164,217800,29.2,80.38,0.94,12.97,0.98,1.96,0.87,1.77,0.13,259555,6929,2805,1.08,2.67,0,0,0,State
11,2011,Utah,USA,2903379,9.15,30.53,887,60727,215900,29,79.5,1.01,13.43,0.95,2.17,0.88,1.91,0.15,266507,7428,3002,1.13,2.79,0,0,0,State
12,2012,Utah,USA,2903379,9.15,30.53,887,60727,215900,29,79.5,1.01,13.43,0.95,2.17,0.88,1.91,0.15,273458,7016,3239,1.18,2.57,0,0,0,State
13,2013,Utah,USA,2903379,9.15,30.53,887,60727,215900,29,79.5,1.01,13.43,0.95,2.17,0.88,1.91,0.15,280408,6489,3150,1.12,2.31,0,0,0,State
14,2014,Utah,USA,2903379,9.15,30.53,887,60727,215900,29,79.5,1.01,13.43,0.95,2.17,0.88,1.91,0.15,287358,7088,3567,1.24,2.47,0,0,0,State
15,2015,Utah,USA,2903379,9.15,30.53,887,60727,215900,29,79.5,1.01,13.43,0.95,2.17,0.88,1.91,0.15,294309,6938,2840,0.96,2.36,0,0,0,State
16,2016,Utah,USA,2903379,9.15,30.53,887,60727,215900,29,79.5,1.01,13.43,0.95,2.17,0.88,1.91,0.15,301260,6590,2787,0.93,2.19,0,0,0,State
0,2000,Virginia,USA,7078515,9.59,31.91,650,46677,125400,24.5,70.15,19.44,4.66,0.26,3.66,0.05,1.61,0.17,664083,77522,40945,6.17,11.67,0,0,0,State
1,2001,Virginia,USA,7078515,9.59,31.91,650,46677,125400,24.5,70.15,19.44,4.66,0.26,3.66,0.05,1.61,0.17,734527,83498,44970,6.12,11.37,0,0,0,State
2,2002,Virginia,USA,7078515,9.59,31.91,650,46677,125400,24.5,70.15,19.44,4.66,0.26,3.66,0.05,1.61,0.17,761196,123429,49799,6.54,16.22,0,0,0,State
3,2003,Virginia,USA,7078515,9.59,31.91,650,46677,125400,24.5,70.15,19.44,4.66,0.26,3.66,0.05,1.61,0.17,885087,127023,52790,5.96,14.35,0,0,0,State
4,2004,Virginia,USA,7078515,9.59,31.91,650,46677,125400,24.5,70.15,19.44,4.66,0.26,3.66,0.05,1.61,0.17,900780,153631,55869,6.2,17.06,0,0,0,State
5,2005,Virginia,USA,7721730,7.16,30.84,931,60316,247100,28.7,66.98,19.31,6.67,0.23,4.78,0.07,1.7,0.25,914428,156448,51745,5.66,17.11,0,0,0,State
