,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,Division
1,2001,Delaware,USA,783600,9.21,27.68,639,47381,130400,24.3,72.48,18.94,4.76,0.3,2.06,0.03,1.3,0.13,83985,7180,5339,6.36,8.55,0,0,0,State
2,2002,Delaware,USA,783600,9.21,27.68,639,47381,130400,24.3,72.48,18.94,4.76,0.3,2.06,0.03,1.3,0.13,85274,8606,6347,7.44,10.09,0,0,0,State
3,2003,Delaware,USA,783600,9.21,27.68,639,47381,130400,24.3,72.48,18.94,4.76,0.3,2.06,0.03,1.3,0.13,86561,8483,6275,7.25,9.8,0,0,0,State
4,2004,Delaware,USA,783600,9.21,27.68,639,47381,130400,24.3,72.48,18.94,4.76,0.3,2.06,0.03,1.3,0.13,87848,8609,6439,7.33,9.8,0,0,0,State
5,2005,Delaware,USA,863832,7.1,26.49,911,57618,235000,29.7,68.37,20.13,6.69,0.25,2.87,0.01,1.47,0.2,89135,9040,6617,7.42,10.14,0,0,0,State
6,2006,Delaware,USA,863832,7.1,26.49,911,57618,235000,29.7,68.37,20.13,6.69,0.25,2.87,0.01,1.47,0.2,90424,8796,6349,7.02,9.73,0,0,0,State
7,2007,Delaware,USA,863832,7.1,26.49,911,57618,235000,29.7,68.37,20.13,6.69,0.25,2.87,0.01,1.47,0.2,91711,8347,6202,6.76,9.1,0,0,0,State
8,2008,Delaware,USA,863832,7.1,26.49,911,57618,235000,29.7,68.37,20.13,6.69,0.25,2.87,0.01,1.47,0.2,92998,8952,6432,6.92,9.63,0,0,0,State
9,2009,Delaware,USA,863832,7.1,26.49,911,57618,235000,29.7,68.37,20.13,6.69,0.25,2.87,0.01,1.47,0.2,94286,16155,6644,7.05,17.13,0,0,0,State
10,2010,Delaware,USA,897934,7.61,27.92,985,60119,241100,31.1,65.34,20.8,8.15,0.31,3.15,0.03,2.04,0.17,95573,17840,6083,6.36,18.67,0,0,0,State
11,2011,Delaware,USA,926454,8.19,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,97526,19174,6686,6.86,19.66,0,0,0,State
12,2012,Delaware,USA,926454,8.19,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,99478,18300,5813,5.84,18.4,0,0,0,State
13,2013,Delaware,USA,926454,8.19,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,101430,18262,5852,5.77,18,0,0,0,State
14,2014,Delaware,USA,926454,8.19,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,103380,18279,5613,5.43,17.68,0,0,0,State
15,2015,Delaware,USA,926454,8.19,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,105333,18289,5499,5.22,17.36,0,0,0,State
16,2016,Delaware,USA,926454,8.19,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,107285,17370,5468,5.1,16.19,0,0,0,State
0,2000,Florida,USA,15982378,12.51,29.92,641,38819,105500,27.5,65.44,14.17,16.79,0.27,1.64,0.04,1.48,0.18,1235579,78512,35170,2.85,6.35,0,0,0,State
1,2001,Florida,USA,15982378,12.51,29.92,641,38819,105500,27.5,65.44,14.17,16.79,0.27,1.64,0.04,1.48,0.18,1729724,101143,54108,3.13,5.85,0,0,0,State
2,2002,Florida,USA,15982378,12.51,29.92,641,38819,105500,27.5,65.44,14.17,16.79,0.27,1.64,0.04,1.48,0.18,1875226,123076,66652,3.55,6.56,0,0,0,State
3,2003,Florida,USA,15982378,12.51,29.92,641,38819,105500,27.5,65.44,14.17,16.79,0.27,1.64,0.04,1.48,0.18,1905628,120168,71129,3.73,6.31,0,0,0,State
4,2004,Florida,USA,15982378,12.51,29.92,641,38819,105500,27.5,65.44,14.17,16.79,0.27,1.64,0.04,1.48,0.18,1904118,110329,66180,3.48,5.79,0,0,0,State
5,2005,Florida,USA,18222420,9.46,30.28,934,47450,211300,33.6,60.51,14.84,20.56,0.24,2.25,0.05,1.24,0.32,1980005,123532,68671,3.47,6.24,0,0,0,State
6,2006,Florida,USA,18222420,9.46,30.28,934,47450,211300,33.6,60.51,14.84,20.56,0.24,2.25,0.05,1.24,0.32,2065204,126426,71131,3.44,6.12,0,0,0,State
7,2007,Florida,USA,18222420,9.46,30.28,934,47450,211300,33.6,60.51,14.84,20.56,0.24,2.25,0.05,1.24,0.32,2088877,118158,66426,3.18,5.66,0,0,0,State
8,2008,Florida,USA,18222420,9.46,30.28,934,47450,211300,33.6,60.51,14.84,20.56,0.24,2.25,0.05,1.24,0.32,2135205,119379,64019,3,5.59,0,0,0,State
9,2009,Florida,USA,18222420,9.46,30.28,934,47450,211300,33.6,60.51,14.84,20.56,0.24,2.25,0.05,1.24,0.32,2182643,114664,64467,2.95,5.25,0,0,0,State
10,2010,Florida,USA,18801310,11.36,32.64,987,47309,170800,35,57.89,15.16,22.47,0.25,2.37,0.05,1.55,0.26,2237158,117880,68858,3.08,5.27,0,0,0,State
11,2011,Florida,USA,19645772,12.04,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,2309572,125290,73179,3.17,5.42,0,0,0,State
12,2012,Florida,USA,19645772,12.04,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,2412407,118703,72342,3,4.92,0,0,0,State
13,2013,Florida,USA,19645772,12.04,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,2504193,116909,63788,2.55,4.67,0,0,0,State
14,2014,Florida,USA,19645772,12.04,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,2581408,120818,64121,2.48,4.68,0,0,0,State
15,2015,Florida,USA,19645772,12.04,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,2708246,135650,68598,2.53,5.01,0,0,0,State
16,2016,Florida,USA,19645772,12.04,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,2836155,139577,71615,2.53,4.92,0,0,0,State
0,2000,Alaska,USA,626932,9.4,37.5,720,51571,144200,24.8,67.6,3.36,4.12,15.39,3.95,0.51,4.86,0.21,83091,,,,,0,0,0,State
1,2001,Alaska,USA,626932,9.4,37.5,720,51571,144200,24.8,67.6,3.36,4.12,15.39,3.95,0.51,4.86,0.21,84311,,,,,0,0,0,State
2,2002,Alaska,USA,626932,9.4,37.5,720,51571,144200,24.8,67.6,3.36,4.12,15.39,3.95,0.51,4.86,0.21,85531,,,,,0,0,0,State
3,2003,Alaska,USA,626932,9.4,37.5,720,51571,144200,24.8,67.6,3.36,4.12,15.39,3.95,0.51,4.86,0.21,86752,,,,,0,0,0,State
4,2004,Alaska,USA,626932,9.4,37.5,720,51571,144200,24.8,67.6,3.36,4.12,15.39,3.95,0.51,4.86,0.21,87972,,,,,0,0,0,State
5,2005,Alaska,USA,683142,6.88,36.25,949,64635,221300,27.1,65.63,3.56,5.81,13.18,4.57,0.6,6.53,0.11,89192,,,,,0,0,0,State
6,2006,Alaska,USA,683142,6.88,36.25,949,64635,221300,27.1,65.63,3.56,5.81,13.18,4.57,0.6,6.53,0.11,90412,,,,,0,0,0,State
7,2007,Alaska,USA,683142,6.88,36.25,949,64635,221300,27.1,65.63,3.56,5.81,13.18,4.57,0.6,6.53,0.11,91632,,,,,0,0,0,State
8,2008,Alaska,USA,683142,6.88,36.25,949,64635,221300,27.1,65.63,3.56,5.81,13.18,4.57,0.6,6.53,0.11,92853,2256,,,2.43,0,0,0,State
9,2009,Alaska,USA,683142,6.88,36.25,949,64635,221300,27.1,65.63,3.56,5.81,13.18,4.57,0.6,6.53,0.11,94073,1978,,,2.1,0,0,0,State
10,2010,Alaska,USA,710231,6.59,36.93,1065,69917,237900,27.9,64.11,3.09,5.53,14.44,5.27,1.02,6.39,0.16,95293,2011,,,2.11,0,0,0,State
11,2011,Alaska,USA,733375,6.98,36.62,1146,72515,250000,28.2,62.38,3.24,6.52,13.42,5.78,1.17,7.36,0.13,96895,1822,,,1.88,0,0,0,State
12,2012,Alaska,USA,733375,6.98,36.62,1146,72515,250000,28.2,62.38,3.24,6.52,13.42,5.78,1.17,7.36,0.13,98497,1937,,,1.97,0,0,0,State
13,2013,Alaska,USA,733375,6.98,36.62,1146,72515,250000,28.2,62.38,3.24,6.52,13.42,5.78,1.17,7.36,0.13,100099,1942,,,1.94,0,0,0,State
14,2014,Alaska,USA,733375,6.98,36.62,1146,72515,250000,28.2,62.38,3.24,6.52,13.42,5.78,1.17,7.36,0.13,101701,1981,,,1.95,0,0,0,State
15,2015,Alaska,USA,733375,6.98,36.62,1146,72515,250000,28.2,62.38,3.24,6.52,13.42,5.78,1.17,7.36,0.13,103303,2065,,,2,0,0,0,State
16,2016,Alaska,USA,733375,6.98,36.62,1146,72515,250000,28.2,62.38,3.24,6.52,13.42,5.78,1.17,7.36,0.13,104905,2064,,,1.97,0,0,0,State
